# Análise da banda B04 [0.3-0.4)
# n_VINs = 4  |  churn_real = 25.00%  |  score_medio = 0.3322

# === Composição por MODELO de carro ===
modelo,n,pct_da_banda,churn_real_pct
MAVERICK,2,50.0,0.0
RANGER,1,25.0,0.0
KA,1,25.0,100.0

# === Composição por CLUSTER K-means ===
cluster,n,pct_da_banda,churn_real_pct
fiel,2,50.0,0.0
esquecido,2,50.0,50.0

# === Médias de features ===
feature,valor
n_servicos_medio,4.5
tenure_medio_dias,753.8
dias_sem_servico_medio,405.5
km_medio,80245.0
dealer_share_medio,0.792
single_event_pct,0.0
